46.77 -180.0,-172.83803,-165.67606,-158.51408,-151.35211,-144.19014,-137.02817,-129.86619,-122.70422,-115.54225,-108.38028,-101.2183,-94.05633,-86.89436,-79.73239,-72.57041,-65.40844,-58.24647,-51.0845,-43.92252,-36.76055,-29.59858,-22.43661,-15.27463,-8.11266,-0.95069,6.21128,13.37326,20.53523,27.6972,34.85917,42.02115,49.18312,56.34509,63.50706,70.66904,77.83101,84.99298,92.15495,99.31693,106.4789,113.64087,120.80284,127.96481,135.12679,142.28876,149.45073,156.6127,163.77468,170.93665,178.09862 6.27773,6.50234,7.53237,9.16517,10.69747,11.54301,12.29134,13.09981,13.96599,13.98594,13.45204,12.87218,12.06931,10.72621,8.73541,6.2535,4.64427,3.50441,2.78121,1.9441,1.72504,2.35105,3.2589,5.12652,7.45583,9.19394,9.92816,9.78652,9.08407,8.27559,7.22396,6.73336,7.64837,9.67426,10.71235,11.19855,10.7626,9.75852,8.74062,8.34555,7.92378,7.94576,7.95175,7.99198,8.02975,8.02564,8.10446,8.01354,7.79676,6.67524,6.4112
51.447 -180.0,-173.48912,-166.97823,-160.46735,-153.95646,-147.44558,-140.9347,-134.42381,-127.91293,-121.40204,-114.89116,-108.38028,-101.86939,-95.35851,-88.84762,-82.33674,-75.82586,-69.31497,-62.80409,-56.2932,-49.78232,-43.27144,-36.76055,-30.24967,-23.73878,-17.2279,-10.71702,-4.20613,2.30475,8.81564,15.32652,21.83741,28.34829,34.85917,41.37006,47.88094,54.39183,60.90271,67.41359,73.92448,80.43536,86.94625,93.45713,99.96801,106.4789,112.98978,119.50067,126.01155,132.52243,139.03332,145.5442,152.05509,158.56597,165.07685,171.58774,178.09862 2.49462,3.21844,4.51037,5.98791,7.17436,8.25457,9.49219,10.99184,12.53234,13.18347,13.66326,13.6858,13.4894,13.31821,12.99055,11.23089,9.11895,6.81295,5.24429,3.7604,2.20724,0.57677,-1.06441,-1.83894,-0.90257,0.41102,2.54486,5.12695,6.56012,7.45226,7.71878,7.40784,6.79413,5.88891,5.30242,5.90408,7.27862,8.85881,10.12114,10.25721,10.14097,9.40486,8.80672,8.08837,7.82165,7.6216,7.13647,6.22638,5.25357,4.72065,4.51391,3.83315,3.74974,3.37687,2.91335,2.57813
56.124 -180.0,-174.03169,-168.06338,-162.09507,-156.12676,-150.15845,-144.19014,-138.22183,-132.25352,-126.28521,-120.3169,-114.34859,-108.38028,-102.41197,-96.44365,-90.47534,-84.50703,-78.53872,-72.57041,-66.6021,-60.63379,-54.66548,-48.69717,-42.72886,-36.76055,-30.79224,-24.82393,-18.85562,-12.88731,-6.919,-0.95069,5.01762,10.98593,16.95424,22.92255,28.89086,34.85917,40.82748,46.79579,52.7641,58.73241,64.70073,70.66904,76.63735,82.60566,88.57397,94.54228,100.51059,106.4789,112.44721,118.41552,124.38383,130.35214,136.32045,142.28876,148.25707,154.22538,160.19369,166.162,172.13031,178.09862 -0.15767,0.51627,1.33211,2.68744,3.88,4.96432,5.95928,7.24195,8.9394,10.68865,11.84893,12.49444,12.92737,13.26992,13.84098,13.74116,13.31433,11.62934,9.56232,7.75691,6.27337,4.47035,2.11376,-0.58412,-2.1611,-3.04754,-4.14603,-3.07439,-1.67546,0.4764,2.68704,4.06072,5.08235,5.67696,5.62793,5.14839,4.22286,3.40125,3.76362,4.9341,6.40375,7.88982,8.95087,9.10105,9.16796,8.71406,8.42381,7.80371,7.56425,7.35226,7.02518,6.16099,4.83246,3.29633,1.4766,1.12878,1.01622,0.19858,0.369,-0.42614,-0.274
60.801 -180.0,-174.49079,-168.98158,-163.47237,-157.96316,-152.45395,-146.94474,-141.43553,-135.92632,-130.41711,-124.9079,-119.39869,-113.88949,-108.38028,-102.87107,-97.36186,-91.85265,-86.34344,-80.83423,-75.32502,-69.81581,-64.3066,-58.79739,-53.28818,-47.77897,-42.26976,-36.76055,-31.25134,-25.74213,-20.23292,-14.72371,-9.2145,-3.70529,1.80392,7.31313,12.82233,18.33154,23.84075,29.34996,34.85917,40.36838,45.87759,51.3868,56.89601,62.40522,67.91443,73.42364,78.93285,84.44206,89.95127,95.46048,100.96969,106.4789,111.98811,117.49732,123.00653,128.51574,134.02495,139.53415,145.04336,150.55257,156.06178,161.57099,167.0802,172.58941,178.09862 -1.65396,-1.09532,-0.09564,0.75208,1.47311,2.1978,3.15907,4.60009,6.29743,7.73907,8.79868,10.11216,11.11428,11.84157,12.56445,13.05465,13.84884,14.02797,13.19043,11.79074,10.33622,9.31743,8.11447,6.37273,4.03264,1.51586,-1.05847,-3.11074,-3.59043,-4.4868,-4.1489,-2.88227,-1.33236,0.35679,1.77884,3.28945,4.42089,4.51353,4.00834,3.06377,2.24983,2.17081,2.6309,4.19645,5.73901,7.06988,7.64571,7.86921,7.86689,7.86041,7.88172,7.39972,7.20556,7.06567,6.86458,6.20538,5.10572,3.78896,2.42765,1.24882,-0.13827,-0.16273,-0.55958,-1.2404,-1.54652,-1.64677
65.478 -180.0,-174.88431,-169.76861,-164.65292,-159.53722,-154.42153,-149.30583,-144.19014,-139.07444,-133.95875,-128.84305,-123.72736,-118.61166,-113.49597,-108.38028,-103.26458,-98.14889,-93.03319,-87.9175,-82.8018,-77.68611,-72.57041,-67.45472,-62.33902,-57.22333,-52.10764,-46.99194,-41.87625,-36.76055,-31.64486,-26.52916,-21.41347,-16.29777,-11.18208,-6.06638,-0.95069,4.16501,9.2807,14.39639,19.51209,24.62778,29.74348,34.85917,39.97487,45.09056,50.20626,55.32195,60.43765,65.55334,70.66904,75.78473,80.90042,86.01612,91.13181,96.24751,101.3632,106.4789,111.59459,116.71029,121.82598,126.94168,132.05737,137.17307,142.28876,147.40445,152.52015,157.63584,162.75154,167.86723,172.98293,178.09862 -1.43026,-0.93087,-0.59324,0.10074,0.82668,1.52466,2.30898,3.22838,4.5695,5.64458,7.06886,7.99217,8.71412,9.74722,10.84115,11.46213,11.76722,12.61241,13.38675,13.72513,12.92442,11.92754,11.09684,10.64306,9.65155,8.05129,5.84834,3.68557,1.72812,-0.18778,-1.78639,-3.16387,-4.14435,-4.47688,-3.71298,-2.76533,-1.18168,0.48079,2.05766,3.36767,3.36044,2.83678,1.98735,1.38965,1.43431,1.71934,2.36478,3.68145,5.1105,5.92204,6.24425,6.29646,6.41545,6.67207,7.20544,6.74256,6.47063,6.37214,6.31153,6.26642,6.07073,5.4162,4.13358,2.84597,1.87443,1.04874,0.15578,-0.30386,-1.16567,-1.63668,-1.72639
70.155 -180.0,-175.22535,-170.4507,-165.67606,-160.90141,-156.12676,-151.35211,-146.57746,-141.80281,-137.02817,-132.25352,-127.47887,-122.70422,-117.92957,-113.15492,-108.38028,-103.60563,-98.83098,-94.05633,-89.28168,-84.50703,-79.73239,-74.95774,-70.18309,-65.40844,-60.63379,-55.85914,-51.0845,-46.30985,-41.5352,-36.76055,-31.9859,-27.21125,-22.43661,-17.66196,-12.88731,-8.11266,-3.33801,1.43664,6.21128,10.98593,15.76058,20.53523,25.30988,30.08452,34.85917,39.63382,44.40847,49.18312,53.95777,58.73241,63.50706,68.28171,73.05636,77.83101,82.60566,87.3803,92.15495,96.9296,101.70425,106.4789,111.25355,116.02819,120.80284,125.57749,130.35214,135.12679,139.90144,144.67608,149.45073,154.22538,159.00003,163.77468,168.54933,173.32397,178.09862 -0.57761,0.20929,0.8165,1.1183,1.52397,1.93398,2.52798,3.46235,4.57116,5.59201,6.33373,6.78335,7.40102,8.19422,8.80151,9.79055,10.11241,10.40782,10.93694,12.0942,12.69572,12.85032,12.30774,12.00188,11.9586,11.94564,11.17597,9.69219,7.65808,5.62478,4.11042,2.8163,1.4571,-0.55085,-2.59502,-3.37886,-4.25371,-3.52509,-3.0329,-2.06941,-0.18833,1.22069,2.20737,2.02121,1.59021,1.10403,1.08469,0.98789,0.91728,0.99287,1.80875,3.08827,3.95957,4.44225,4.54676,4.38313,4.61835,5.21869,5.60944,5.48975,5.51478,5.55378,5.51871,5.84936,6.39732,6.98091,6.53353,5.34774,4.04248,3.086,2.1575,1.25878,0.48166,-0.39585,-0.63455,-0.55966
74.832 -180.0,-175.52377,-171.04753,-166.5713,-162.09507,-157.61884,-153.1426,-148.66637,-144.19014,-139.71391,-135.23767,-130.76144,-126.28521,-121.80897,-117.33274,-112.85651,-108.38028,-103.90404,-99.42781,-94.95158,-90.47534,-85.99911,-81.52288,-77.04665,-72.57041,-68.09418,-63.61795,-59.14172,-54.66548,-50.18925,-45.71302,-41.23678,-36.76055,-32.28432,-27.80809,-23.33185,-18.85562,-14.37939,-9.90315,-5.42692,-0.95069,3.52554,8.00178,12.47801,16.95424,21.43047,25.90671,30.38294,34.85917,39.33541,43.81164,48.28787,52.7641,57.24034,61.71657,66.1928,70.66904,75.14527,79.6215,84.09773,88.57397,93.0502,97.52643,102.00266,106.4789,110.95513,115.43136,119.9076,124.38383,128.86006,133.33629,137.81253,142.28876,146.76499,151.24123,155.71746,160.19369,164.66992,169.14616,173.62239,178.09862 1.26628,1.95129,2.3937,2.57199,2.95241,3.49968,4.09302,4.55152,5.02047,5.72077,6.20732,6.54115,6.85255,7.29081,7.69286,8.24089,8.49911,8.80607,8.99748,9.42765,10.28882,11.26323,11.68801,11.66493,11.5671,11.56441,11.81221,11.90908,11.54637,10.03873,8.58517,7.26878,6.31839,5.20511,4.10903,2.60908,0.56984,-1.2893,-1.94657,-2.43133,-2.4766,-2.05663,-1.40842,-0.33688,0.60054,1.17399,0.84377,0.51014,0.30915,0.7038,0.67536,0.25078,-0.28297,0.01564,0.84861,1.83873,2.41128,2.65225,2.42373,2.17353,2.31889,2.85801,3.65917,3.84056,3.82058,3.90108,4.08519,4.62987,5.49212,6.57694,6.89829,6.62637,6.0143,4.9189,3.71266,2.85104,1.85507,1.17129,0.8822,0.67284,1.02727
79.509 -180.0,-175.78708,-171.57415,-167.36123,-163.1483,-158.93538,-154.72245,-150.50953,-146.2966,-142.08368,-137.87075,-133.65783,-129.4449,-125.23198,-121.01905,-116.80613,-112.5932,-108.38028,-104.16735,-99.95443,-95.7415,-91.52858,-87.31565,-83.10273,-78.8898,-74.67688,-70.46395,-66.25103,-62.0381,-57.82518,-53.61225,-49.39933,-45.1864,-40.97348,-36.76055,-32.54763,-28.3347,-24.12178,-19.90885,-15.69593,-11.483,-7.27008,-3.05715,1.15577,5.3687,9.58162,13.79455,18.00747,22.2204,26.43332,30.64625,34.85917,39.0721,43.28502,47.49795,51.71087,55.9238,60.13672,64.34965,68.56257,72.7755,76.98842,81.20135,85.41427,89.6272,93.84012,98.05305,102.26597,106.4789,110.69182,114.90475,119.11767,123.3306,127.54352,131.75645,135.96937,140.1823,144.39522,148.60815,152.82107,157.034,161.24692,165.45985,169.67277,173.8857,178.09862 2.90233,3.28408,3.65835,4.01199,4.3058,4.78402,5.23264,5.55478,5.68268,6.00308,6.32262,6.61985,6.60861,6.77497,7.13268,7.24084,7.37342,7.53842,7.61559,7.773,8.26531,8.86551,9.53826,9.85761,10.10055,10.32837,10.67597,10.94332,11.38794,11.54298,11.23364,10.21543,9.28565,8.35535,7.61214,7.14595,6.48087,5.15394,3.62759,1.85856,0.77994,0.21003,-0.19667,-0.33024,-0.43253,-0.17966,0.40634,0.53578,0.30616,-0.19179,-0.42768,-0.3902,0.02177,-0.14414,-0.59589,-1.50667,-1.56021,-1.05947,-0.46686,0.21514,0.59441,0.46351,0.09984,-0.39086,-0.44441,0.38924,1.24316,1.67732,1.87223,2.09871,2.4335,3.11527,4.16931,5.64371,6.59655,6.85965,6.07424,5.2871,4.66806,3.70382,2.66002,2.07456,1.79509,1.96661,2.08645,2.61083
84.186 -180.0,-176.02113,-172.04225,-168.06338,-164.08451,-160.10563,-156.12676,-152.14788,-148.16901,-144.19014,-140.21126,-136.23239,-132.25352,-128.27464,-124.29577,-120.3169,-116.33802,-112.35915,-108.38028,-104.4014,-100.42253,-96.44365,-92.46478,-88.48591,-84.50703,-80.52816,-76.54929,-72.57041,-68.59154,-64.61267,-60.63379,-56.65492,-52.67605,-48.69717,-44.7183,-40.73942,-36.76055,-32.78168,-28.8028,-24.82393,-20.84506,-16.86618,-12.88731,-8.90844,-4.92956,-0.95069,3.02818,7.00706,10.98593,14.96481,18.94368,22.92255,26.90143,30.8803,34.85917,38.83805,42.81692,46.79579,50.77467,54.75354,58.73241,62.71129,66.69016,70.66904,74.64791,78.62678,82.60566,86.58453,90.5634,94.54228,98.52115,102.50002,106.4789,110.45777,114.43664,118.41552,122.39439,126.37327,130.35214,134.33101,138.30989,142.28876,146.26763,150.24651,154.22538,158.20425,162.18313,166.162,170.14087,174.11975,178.09862 3.54019,4.16035,4.36059,4.51986,4.66692,5.12102,5.59241,5.89402,5.93599,6.09627,6.38411,6.63889,6.58359,6.4442,6.46492,6.48388,6.66306,6.63096,6.65214,6.70647,6.91565,7.44654,7.94124,8.10367,8.20116,8.33756,8.62971,8.94626,9.28225,9.77568,10.42091,10.6149,10.29652,9.67015,8.98775,8.82339,8.85793,8.64982,8.09628,7.51788,6.27541,4.78379,3.65318,2.87556,2.49306,2.10096,1.64668,1.516,1.45495,1.31151,0.86294,0.17485,-0.33814,-0.5531,-0.52071,-0.30887,-0.80023,-1.5648,-2.40456,-2.49288,-2.72786,-1.98297,-1.71585,-1.42812,-1.36089,-1.61414,-2.28653,-2.96426,-2.85808,-2.0632,-1.18924,-0.38517,-0.26026,-0.03677,0.46297,1.30559,2.49111,3.95958,4.98803,5.50434,5.18633,4.84545,4.24039,3.50437,2.87412,2.06195,1.90211,2.10001,2.57691,3.20028,3.33313
88.863 -180.0,-176.23054,-172.46108,-168.69162,-164.92216,-161.1527,-157.38324,-153.61379,-149.84433,-146.07487,-142.30541,-138.53595,-134.76649,-130.99703,-127.22757,-123.45811,-119.68865,-115.91919,-112.14973,-108.38028,-104.61082,-100.84136,-97.0719,-93.30244,-89.53298,-85.76352,-81.99406,-78.2246,-74.45514,-70.68568,-66.91622,-63.14677,-59.37731,-55.60785,-51.83839,-48.06893,-44.29947,-40.53001,-36.76055,-32.99109,-29.22163,-25.45217,-21.68271,-17.91326,-14.1438,-10.37434,-6.60488,-2.83542,0.93404,4.7035,8.47296,12.24242,16.01188,19.78134,23.5508,27.32025,31.08971,34.85917,38.62863,42.39809,46.16755,49.93701,53.70647,57.47593,61.24539,65.01485,68.78431,72.55376,76.32322,80.09268,83.86214,87.6316,91.40106,95.17052,98.93998,102.70944,106.4789,110.24836,114.01782,117.78728,121.55673,125.32619,129.09565,132.86511,136.63457,140.40403,144.17349,147.94295,151.71241,155.48187,159.25133,163.02079,166.79024,170.5597,174.32916,178.09862 3.57836,3.53226,3.91423,4.46625,4.5595,4.71077,4.98034,5.12961,5.30594,5.54606,6.07118,6.46475,6.67275,6.39238,6.11641,5.77432,5.51805,5.70202,5.9411,6.02928,5.91562,6.1727,6.71004,7.25464,7.36356,7.27189,7.19364,7.19903,7.30731,7.6401,8.08858,8.73,9.34304,9.69625,9.40265,9.06266,8.83028,8.9658,9.34336,9.50125,9.43334,8.70371,8.12209,7.14641,5.92801,5.12299,4.73839,4.15868,3.69128,3.39604,3.16408,3.02251,2.45904,1.50859,0.32921,-0.21041,-0.42716,-0.40685,-0.2961,-0.77509,-1.5063,-2.62642,-2.9345,-2.73417,-2.73861,-2.83562,-2.76762,-2.97838,-2.98243,-3.29309,-4.07551,-4.38388,-4.99888,-3.78838,-2.7513,-2.25385,-2.37472,-2.02834,-1.41949,-0.46798,0.88556,2.33041,3.42973,4.00163,3.57547,3.17162,2.85212,2.64305,2.19741,1.5701,1.32679,1.31733,2.04362,2.62825,3.09076,3.47172
